,grav,secu,pieton,Arrière,Autre,Avant,Conducteur,pres_Homme,pres_Femme,age_grp_Adulte,age_grp_Enfant,age_grp_Jeune,age_grp_Senior,trajet_grp_Autre,trajet_grp_Inconnu,trajet_grp_Loisirs,trajet_grp_Professionnel,trajet_grp_Travail,grav_order,lum,agg,int,col,moment,senc,catv,occutc,obs,obsm,manv,annee,nb_veh,choc_avant,choc_arriere,choc_lateral,choc_multiple,catr,circ,nbv,prof,lartpc,larrout,infra,situ,mois,jour,jour_semaine,is_we,atm_enc,surf_enc
1929243,4,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,1,1.0,2.0,1.0,3.0,2,1.0,7.0,0.0,0.0,2.0,9.0,2017,2.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,60.0,0.0,1.0,3,15,2,0,1,2
2054068,4,1,0,0,0,1,0,2,0,True,False,False,False,False,True,False,False,False,1,5.0,1.0,1.0,7.0,4,2.0,7.0,0.0,0.0,0.0,0.0,2018,1.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0,-1.0,-1.0,0.0,1.0,10,16,1,0,2,2
1253134,4,-1,0,0,1,0,0,1,1,False,True,False,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11,10,5,1,2,2
430521,3,0,0,0,0,0,1,2,0,False,True,False,False,False,False,True,False,False,2,1.0,2.0,1.0,1.0,2,0.0,14.0,0.0,0.0,9.0,1.0,2007,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,35.0,0.0,1.0,5,23,2,0,2,2
189792,4,2,0,0,0,0,1,2,0,False,False,True,False,False,False,False,False,True,1,1.0,2.0,1.0,6.0,2,0.0,5.0,0.0,0.0,2.0,3.0,2005,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,60.0,0.0,1.0,12,8,3,0,2,2
1615601,1,-1,0,0,0,0,1,2,0,False,False,False,True,False,False,False,True,False,0,1.0,2.0,6.0,3.0,1,0.0,10.0,0.0,0.0,2.0,9.0,2015,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6,26,4,0,2,2
874348,3,-1,1,0,1,0,0,1,1,True,False,False,False,False,True,False,False,False,2,1.0,2.0,1.0,6.0,2,0.0,37.0,1.0,0.0,1.0,0.0,2009,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,9,12,5,1,2,2
1534,3,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,2,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,6.0,0.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,74.0,0.0,3.0,1,29,5,1,2,2
1282174,4,2,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,1,1.0,2.0,6.0,2.0,2,0.0,33.0,0.0,0.0,2.0,2.0,2012,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,-1.0,-1.0,0.0,1.0,4,6,4,0,2,2
928681,1,1,0,0,0,0,1,2,1,False,False,True,False,True,False,False,False,False,0,1.0,2.0,1.0,5.0,1,0.0,7.0,0.0,1.0,2.0,24.0,2010,3.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,69.0,0.0,1.0,3,2,1,0,2,2
997693,3,2,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,2,1.0,2.0,4.0,3.0,2,0.0,33.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5,5,2,0,2,2
1746858,4,9,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,1,1.0,2.0,3.0,3.0,1,1.0,7.0,0.0,0.0,2.0,0.0,2016,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,20.0,60.0,0.0,1.0,3,8,1,0,2,2
1896364,2,2,0,0,0,0,1,2,0,False,False,False,True,False,False,True,False,False,3,1.0,1.0,1.0,2.0,1,1.0,1.0,0.0,0.0,2.0,1.0,2017,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,56.0,0.0,1.0,4,4,1,0,2,2
733995,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,0,3.0,1.0,1.0,2.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2009,2.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,20.0,110.0,0.0,1.0,1,29,3,0,2,2
2048340,4,2,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,1,3.0,1.0,1.0,3.0,3,2.0,32.0,0.0,0.0,2.0,3.0,2018,2.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,-1.0,-1.0,0.0,3.0,1,15,0,0,2,2
494392,1,-1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2007,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,89.0,6.0,1.0,9,6,3,0,2,2
1155947,4,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,1,1.0,1.0,1.0,3.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,5.0,210.0,0.0,1.0,5,30,0,0,2,2
1263120,4,-1,0,0,0,0,1,2,0,False,True,False,False,False,True,False,False,False,1,1.0,2.0,1.0,3.0,2,0.0,2.0,0.0,0.0,2.0,1.0,2012,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,31.0,31.0,0.0,1.0,11,22,3,0,2,2
1634430,1,-1,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,0,5.0,2.0,3.0,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2015,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,120.0,0.0,1.0,3,27,4,0,2,2
525999,4,-1,0,0,0,0,1,2,1,True,False,False,False,False,True,False,False,False,1,5.0,2.0,1.0,2.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2007,2.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,11,23,4,0,2,2
166674,1,-1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,0,1.0,2.0,3.0,3.0,1,0.0,2.0,0.0,0.0,2.0,17.0,2005,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,11,30,2,0,2,2
61496,4,-1,1,0,1,0,0,2,1,True,False,False,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,3,0.0,7.0,0.0,6.0,1.0,14.0,2005,1.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,49.0,0.0,4.0,5,23,0,0,2,2
806633,2,1,0,0,0,0,1,0,1,False,False,False,True,False,False,True,False,False,3,1.0,1.0,1.0,7.0,1,0.0,7.0,0.0,2.0,0.0,13.0,2009,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,60.0,0.0,3.0,11,22,6,1,2,2
886700,1,1,0,0,0,0,1,1,2,False,False,False,True,False,False,True,False,False,0,3.0,1.0,3.0,3.0,3,0.0,7.0,0.0,16.0,2.0,1.0,2010,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,68.0,0.0,1.0,2,27,5,1,1,2
233363,1,1,0,0,0,1,0,2,1,False,False,False,True,False,True,False,False,False,0,1.0,2.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,16.0,2006,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4,27,3,0,2,2
1631784,3,-1,1,0,1,0,0,1,1,False,True,False,False,True,False,False,False,False,2,1.0,2.0,9.0,6.0,2,0.0,7.0,0.0,0.0,1.0,0.0,2015,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6,30,1,0,2,2
1539353,1,1,0,0,0,0,1,2,1,False,False,False,True,False,False,True,False,False,0,1.0,1.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2014,2.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,-1.0,-1.0,0.0,1.0,7,9,2,0,2,2
1441626,1,-1,0,0,0,0,1,1,1,False,False,False,True,True,False,False,False,False,0,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,0.0,1.0,2.0,2014,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,60.0,0.0,1.0,10,19,6,1,1,2
1762423,3,1,0,0,0,0,1,1,0,False,False,True,False,False,False,True,False,False,2,3.0,1.0,1.0,6.0,3,0.0,7.0,0.0,13.0,0.0,1.0,2016,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,65.0,0.0,1.0,12,27,1,0,2,2
1604866,3,2,0,0,0,0,1,2,1,True,False,False,False,False,False,True,False,False,2,1.0,1.0,1.0,3.0,3,0.0,33.0,0.0,0.0,2.0,1.0,2015,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,8,21,4,0,2,2
143508,1,-1,0,0,0,0,1,2,1,False,False,False,True,False,False,True,False,False,0,1.0,1.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,19.0,2005,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,75.0,0.0,1.0,10,9,6,1,2,2
1392900,4,2,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,1,1.0,2.0,1.0,7.0,2,0.0,30.0,0.0,0.0,0.0,0.0,2013,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,9,17,1,0,2,2
1365400,4,-1,1,0,1,0,0,2,0,True,False,False,False,False,False,False,False,True,1,1.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,1.0,16.0,2013,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,100.0,0.0,1.0,2,15,4,0,2,2
1420697,2,2,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,3,3.0,1.0,1.0,7.0,4,0.0,33.0,0.0,0.0,0.0,0.0,2013,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,10.0,100.0,0.0,1.0,11,1,4,0,2,2
1382941,4,1,0,1,0,0,0,2,1,False,False,True,False,False,False,False,True,False,1,1.0,2.0,2.0,5.0,1,0.0,37.0,13.0,0.0,2.0,1.0,2013,4.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,111.0,0.0,1.0,9,19,3,0,2,2
1702888,2,3,0,1,0,0,0,1,2,False,True,False,False,False,True,False,False,False,3,1.0,1.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,60.0,0.0,1.0,12,14,2,0,2,2
1274361,3,1,0,0,0,0,1,1,2,True,False,False,False,False,True,False,False,False,2,1.0,2.0,2.0,6.0,2,0.0,7.0,0.0,6.0,0.0,1.0,2012,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,40.0,0.0,0.0,12,29,5,1,2,2
1014031,4,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,1,1.0,1.0,1.0,3.0,1,0.0,10.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,110.0,0.0,1.0,5,6,3,0,2,2
1792310,1,1,0,0,0,0,1,1,1,True,False,False,False,False,True,False,False,False,0,1.0,1.0,1.0,7.0,2,1.0,7.0,0.0,0.0,9.0,2.0,2016,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,25.0,140.0,0.0,0.0,9,14,2,0,2,2
1701572,3,1,0,0,0,0,1,2,1,True,False,False,False,False,False,True,False,False,2,1.0,1.0,1.0,1.0,2,2.0,7.0,0.0,13.0,2.0,13.0,2016,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,45.0,0.0,1.0,4,30,5,1,2,2
973206,1,1,0,0,0,0,1,2,1,False,False,True,False,False,False,True,False,False,0,2.0,2.0,1.0,2.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,11,9,1,0,2,2
2065136,1,1,0,0,0,0,1,2,1,False,False,True,False,False,False,True,False,False,0,1.0,2.0,3.0,3.0,2,1.0,31.0,0.0,0.0,2.0,1.0,2018,2.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,100.0,0.0,1.0,3,27,1,0,2,2
651924,4,9,0,0,0,0,1,2,2,True,False,False,False,False,False,False,True,False,1,5.0,2.0,2.0,6.0,4,0.0,7.0,0.0,0.0,0.0,1.0,2008,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,59.0,0.0,0.0,8,21,3,0,2,2
855730,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,0,1.0,2.0,3.0,3.0,2,0.0,7.0,0.0,0.0,9.0,1.0,2009,2.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,9,8,1,0,2,2
930502,4,-1,0,0,0,0,1,2,1,False,False,False,True,False,False,True,False,False,1,1.0,2.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2010,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,12.0,129.0,0.0,1.0,6,25,4,0,2,2
300543,4,-1,0,0,0,0,1,2,1,False,False,True,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,1.0,0.0,15.0,2006,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,8,7,0,0,2,2
1392998,4,-1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,1,2.0,2.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,11.0,2013,2.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,90.0,0.0,1.0,12,31,1,0,2,2
1820332,3,1,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,2,1.0,1.0,1.0,6.0,2,2.0,7.0,0.0,8.0,0.0,13.0,2017,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,48.0,0.0,3.0,1,25,2,0,2,2
914914,1,1,0,0,0,1,0,2,1,False,False,True,False,False,True,False,False,False,0,2.0,2.0,1.0,1.0,1,0.0,7.0,0.0,0.0,2.0,15.0,2010,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,3,28,6,1,2,2
1841063,3,1,0,0,0,1,0,2,1,False,False,False,True,False,False,True,False,False,2,1.0,2.0,3.0,3.0,3,1.0,7.0,0.0,0.0,2.0,21.0,2017,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8,21,0,0,2,2
458317,1,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,4.0,2007,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6,26,1,0,2,2
697240,1,1,0,1,0,0,0,1,2,False,False,True,False,False,True,False,False,False,0,3.0,1.0,1.0,2.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2008,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,74.0,0.0,1.0,11,29,5,1,2,2
1718069,4,-1,0,0,0,0,1,2,2,True,False,False,False,False,False,True,False,False,1,1.0,1.0,1.0,5.0,3,1.0,7.0,0.0,0.0,2.0,1.0,2016,12.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,120.0,0.0,1.0,12,31,5,1,2,2
1891986,4,1,0,0,0,1,0,2,2,False,False,False,True,False,True,False,False,False,1,5.0,1.0,1.0,3.0,3,2.0,7.0,0.0,0.0,2.0,1.0,2017,2.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,10,3,1,0,2,2
209844,1,1,0,0,0,0,1,2,2,True,False,False,False,True,False,False,False,False,0,1.0,1.0,1.0,4.0,1,0.0,7.0,0.0,0.0,0.0,13.0,2006,5.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,74.0,1.0,1.0,2,10,4,0,2,2
891918,4,2,0,0,0,0,1,1,1,False,False,True,False,False,False,True,False,False,1,1.0,2.0,1.0,2.0,1,0.0,33.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,75.0,0.0,1.0,5,29,5,1,2,2
49963,1,-1,0,0,0,0,1,1,1,False,False,True,False,False,False,True,False,False,0,1.0,2.0,2.0,3.0,2,0.0,4.0,0.0,0.0,2.0,19.0,2005,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,160.0,0.0,1.0,4,22,4,0,2,2
104610,1,1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,0,5.0,2.0,1.0,3.0,4,0.0,7.0,0.0,0.0,2.0,9.0,2005,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,7,14,3,0,2,2
2031620,4,1,0,0,0,0,1,2,0,False,False,False,True,False,False,True,False,False,1,2.0,2.0,1.0,2.0,2,1.0,7.0,0.0,0.0,2.0,2.0,2018,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,17,2,0,2,2
768726,4,1,0,1,0,0,0,1,1,True,False,False,False,False,False,True,False,False,1,3.0,1.0,1.0,7.0,3,0.0,7.0,0.0,16.0,0.0,1.0,2009,1.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,1.0,0.0,56.0,4.0,3.0,8,14,4,0,2,2
1302032,4,-1,1,0,1,0,0,2,0,True,False,False,False,False,False,False,False,True,1,5.0,2.0,5.0,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,1,19,3,0,2,2
1217560,1,1,0,1,0,0,0,2,2,False,False,True,False,False,True,False,False,False,0,5.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,58.0,0.0,1.0,5,3,3,0,2,2
1165122,4,-1,1,0,1,0,0,2,0,False,True,False,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2011,1.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,40.0,0.0,1.0,4,12,1,0,2,2
196355,1,-1,0,0,0,0,1,1,2,False,False,True,False,False,False,True,False,False,0,5.0,2.0,2.0,6.0,4,0.0,7.0,0.0,7.0,2.0,15.0,2006,2.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,120.0,0.0,1.0,1,4,2,0,2,2
408269,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,0,1.0,2.0,3.0,2.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,30.0,0.0,1.0,3,9,4,0,2,2
1733789,4,1,0,0,0,0,1,2,1,True,False,False,False,False,False,False,False,True,1,1.0,1.0,1.0,5.0,4,1.0,7.0,0.0,0.0,2.0,2.0,2016,3.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,139.0,0.0,1.0,12,1,3,0,2,2
1493823,4,-1,0,0,0,0,1,0,2,True,False,False,False,False,False,True,False,False,1,1.0,2.0,1.0,2.0,1,0.0,7.0,0.0,0.0,0.0,1.0,2014,2.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,10,28,1,0,2,2
1191407,1,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,10,16,1,0,2,2
1872532,1,1,0,0,0,0,1,0,2,True,False,False,False,False,False,True,False,False,0,1.0,1.0,1.0,3.0,2,1.0,7.0,0.0,0.0,2.0,12.0,2017,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,3,4,5,1,2,2
133494,1,1,0,0,0,0,1,1,2,False,False,True,False,False,False,True,False,False,0,1.0,2.0,2.0,3.0,3,0.0,10.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,85.0,0.0,0.0,9,22,3,0,2,2
1366642,1,-1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,0,1.0,2.0,2.0,3.0,1,0.0,1.0,0.0,0.0,2.0,2.0,2013,2.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,-1.0,6.0,-1.0,1.0,2,21,3,0,2,2
707430,2,-1,0,0,0,0,1,1,0,True,False,False,False,False,False,False,False,True,3,3.0,1.0,1.0,6.0,3,0.0,7.0,0.0,6.0,0.0,14.0,2008,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,76.0,0.0,3.0,12,31,2,0,2,2
1283273,4,3,0,1,0,0,0,1,2,False,True,False,False,False,False,True,False,False,1,5.0,2.0,2.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2012,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,-1.0,-1.0,0.0,1.0,12,15,5,1,1,2
631429,4,1,0,0,0,1,0,1,2,True,False,False,False,False,True,False,False,False,1,1.0,2.0,1.0,7.0,2,0.0,7.0,0.0,9.0,0.0,2.0,2008,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6,27,4,0,2,2
1502019,4,-1,0,0,0,0,1,2,2,True,False,False,False,False,False,False,False,True,1,3.0,1.0,9.0,4.0,4,0.0,7.0,0.0,14.0,0.0,23.0,2014,7.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,1,17,4,0,2,2
358678,1,1,0,0,0,0,1,2,1,True,False,False,False,False,False,False,True,False,0,3.0,1.0,1.0,4.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2006,3.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,12,5,1,0,2,2
1413600,1,1,0,0,0,0,1,1,2,False,False,False,True,False,False,True,False,False,0,1.0,1.0,1.0,6.0,1,0.0,7.0,0.0,0.0,0.0,3.0,2013,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,90.0,0.0,1.0,10,10,3,0,2,2
900693,1,1,0,0,0,0,1,2,1,False,False,True,False,False,False,True,False,False,0,5.0,2.0,1.0,6.0,4,0.0,7.0,0.0,1.0,1.0,1.0,2010,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,64.0,64.0,0.0,4.0,11,20,5,1,2,2
764688,1,1,0,0,0,0,1,2,0,False,False,True,False,False,False,False,False,True,0,3.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2009,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9,2,2,0,2,2
1032231,1,1,0,0,0,1,0,2,2,False,False,True,False,False,True,False,False,False,0,3.0,1.0,1.0,6.0,4,0.0,7.0,0.0,13.0,0.0,1.0,2011,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,60.0,0.0,3.0,6,18,5,1,2,2
640621,3,2,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,2,1.0,2.0,5.0,3.0,3,0.0,32.0,0.0,0.0,2.0,16.0,2008,2.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,7,25,4,0,2,2
2038989,1,1,0,0,0,0,1,2,1,True,False,False,False,False,False,False,False,True,0,5.0,2.0,1.0,5.0,3,1.0,7.0,0.0,0.0,2.0,2.0,2018,3.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2,19,0,0,2,2
887297,1,1,0,0,0,0,1,2,1,False,False,False,True,False,False,True,False,False,0,1.0,1.0,2.0,2.0,2,0.0,7.0,0.0,15.0,9.0,15.0,2010,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10,14,3,0,2,2
286811,1,1,0,0,0,1,0,2,2,True,False,False,False,False,True,False,False,False,0,1.0,1.0,3.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,63.0,0.0,1.0,7,16,6,1,2,2
1876898,1,1,0,0,0,0,1,2,0,False,False,True,False,False,True,False,False,False,0,5.0,2.0,1.0,4.0,3,2.0,7.0,0.0,0.0,2.0,1.0,2017,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2,24,4,0,2,2
1039353,3,-1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,2,3.0,1.0,1.0,6.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,56.0,0.0,1.0,1,8,5,1,2,2
115030,4,-1,1,0,1,0,0,2,1,False,False,False,True,False,True,False,False,False,1,5.0,2.0,1.0,6.0,4,0.0,4.0,0.0,0.0,1.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,90.0,0.0,1.0,8,18,3,0,2,2
1150347,1,1,0,0,0,0,1,1,2,True,False,False,False,False,False,True,False,False,0,1.0,1.0,1.0,4.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2011,3.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,15.0,105.0,3.0,2.0,5,26,3,0,2,2
1484529,1,1,0,1,0,0,0,2,2,False,True,False,False,False,True,False,False,False,0,1.0,1.0,1.0,2.0,3,0.0,7.0,0.0,0.0,0.0,1.0,2014,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0,0.0,0.0,1.0,6,21,5,1,2,2
708840,3,1,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,2,5.0,1.0,1.0,6.0,3,0.0,7.0,0.0,6.0,9.0,13.0,2008,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,12,22,0,0,1,2
